,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,,ID,Expiration,Certification Body,Certification Address,Certification Contact
194,Taiwan,皇庭咖啡莊園Huang Ting Coffee Mamor,1,皇庭咖啡莊園Huang Ting Coffee Mamor,,Taiwan Coffee Laboratory,800,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳榮豐 Chen, Rong Feng",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 15th, 2022",CHEN RONG FENG,Gesha,Completed,Natural / Dry,7.83,7.58,7.5,7.25,7.25,7.33,10.0,10.0,10.0,7.25,0.0,82.0,10.8 %,0 full defects,0,Yellowish,1 full defects,,321111,"April 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
195,Peru,Fundo La Libertad,301R,Planta Callao,301R,Itochu Corporation,1600,"Chanchamayo, La Merced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"July 11th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.92,11.6 %,0 full defects,2,greenish,2 full defects,,571059,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
196,Taiwan,花音咖啡莊園Kanon Coffee Estate,N20211226,花音咖啡莊園Kanon Coffee Estate,,Taiwan Coffee Laboratory,840,"南投縣魚池鄉 Yuchi Township, Nantou County","高郁淳 Kao, Yu-Chun",1,14 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",YU CHUN KAO,SL34,Completed,Natural / Dry,7.58,7.5,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.0,81.92,8.8 %,0 full defects,0,Green,0 full defects,,343846,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
197,Taiwan,國村咖啡莊園Guo Cun Manor Coffee,11010-1,國村咖啡莊園Guo Cun Manor Coffee,,Taiwan Coffee Laboratory,230,"彰化縣彰化市 Changhua City, Changhua County",張智閔 Steven,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",Steven_Chang 張智閔,Typica,Completed,Pulped natural / honey,7.58,7.5,7.42,7.33,7.42,7.33,10.0,10.0,10.0,7.33,0.0,81.92,10.2 %,0 full defects,0,Greenish,0 full defects,,561108,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
198,Guatemala,MULTIPLE SMALLHOLDER FARMS,GF-23392,MULTIPLE SMALLHOLDER FARMS,11/15/179,"HARU International Corp, 守成咖啡",1200~1600,Antigua,La Minita,540,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"November 3rd, 2022",Anderson Wong,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.58,7.42,10.0,10.0,10.0,7.42,0.0,81.92,10.3 %,0 full defects,0,Greenish,1 full defects,,709384,"November 3rd, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
199,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",1400,ORIENTE,PEQUEÑOS PRODUCTORES DE JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,"May 4th, 2022",Angelica Paola Citan Lopez,Catuai,Completed,Natural / Dry,7.58,7.58,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.5,0.0,81.92,10.3 %,0 full defects,3,YELLOW GREEN,4 full defects,,501185,"May 4th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -
200,Taiwan,阿拉思家,A10-Northern Taiwan Specialty Coffee Evaluation,阿拉思家,,Taiwu Coffee Cooperative,300,桃園市,李秀圓,1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.25,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.3 %,0 full defects,0,Green,0 full defects,,663913,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
201,Uganda,MASEREKA,8009,kyagalanyi Hulling facility,35/11,kyagalanyi ltd,1806,RWENZORI,KYAGALANYI COFFEE LIMITED,320,60 kg,Uganda Coffee Development Authority,2022 / 2023,"March 14th, 2023",Baguma Moris,SL14,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.83,11.5 %,0 full defects,0,Green,3 full defects,,772299,"March 13th, 2024",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
202,Colombia,Federación Nacional de Cafeteros de Colombia,3/037/01389,Federación Nacional de Cafeteros de Colombia,3/037/01389,"NIPPON COFFEE TRADING CO.,LTD.",1700,Huila,Federación Nacional de Cafeteros de Colombia,250,70 kg,Japan Coffee Exchange,2021 / 2022,"April 4th, 2022",Yukinobu Ueda,Caturra,Completed,Washed / Wet,7.42,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.75,11.6 %,0 full defects,1,Green,0 full defects,,303819,"April 4th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
203,Colombia,More than one,1,Trilladora CCA Buga,,Mr.Brown Cafe,1574,Santander,More than one,275,70 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Santander,Completed,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.33,0.0,81.75,11.2 %,0 full defects,0,yellow-green,0 full defects,,275886,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
204,Brazil,Fazenda Olhos Dagua,1,Owned by producer,,Mr.Brown Cafe,900-1000,Sul de Minas,Paulo Enidio Crabi,325,59 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"December 30th, 2022",MR.BROWN CAFE,Catucai,Completed,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.75,11.1 %,0 full defects,0,yellow-green,0 full defects,,448890,"December 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
205,Taiwan,陳食舖農特產Chen Shi Pu Farm,1,陳食舖農特產Chen Shi Pu Farm,,Taiwan Coffee Laboratory,850,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳瑩運 Chen,Ying-Yun",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022","CHEN,YING-YUN陳瑩運",Gesha,Completed,Washed / Wet,7.42,7.25,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.67,9.2 %,0 full defects,0,Greenish,0 full defects,,241318,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
206,Mexico,Finca San José,002,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1200,"Coatepec, Veracruz",José Gerardo Gutierrez Morales,32,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"August 11th, 2022",Alvin La Vaughn Landry,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.67,11.8 %,2 full defects,0,Green,2 full defects,,587946,"August 11th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
207,Brazil,Sitio Colinas,CQU2022007,COCARIVE,002/1469/0412,Coffee Quality Union,1000,"Mantiqueira de Minas, Minas Gerais",Luiz Flavio Pereira de Castro,13,10 kg,Japan Coffee Exchange,2021 / 2022,"April 7th, 2022",Coffee Quality Union,Yellow Bourbon,Completed,Pulped natural / honey,7.42,7.33,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.5,0.0,81.58,11.5 %,0 full defects,0,pale yellow,2 full defects,,510500,"April 7th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
208,Taiwan,橫鹿,A46-Northern Taiwan Specialty Coffee Evaluation,橫鹿,,Taiwu Coffee Cooperative,300,新北市,呂星輝,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,Typica,Completed,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.58,9 %,0 full defects,0,Yellow-green,0 full defects,,531106,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
209,Taiwan,大屯29莊園,A38-Northern Taiwan Specialty Coffee Evaluation,大屯29莊園,,Taiwu Coffee Cooperative,435,臺北市,侯奕瑋,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"January 6th, 2023",Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.5,8.5 %,0 full defects,0,Green,0 full defects,,553743,"January 6th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
210,Indonesia,Yudi Putra,15/759/26,Yudi Putra,15/759/26,"NIPPON COFFEE TRADING CO.,LTD.",1200,Toba Samosir,Yudi Putra,125,60 kg,Japan Coffee Exchange,2021 / 2022,"April 5th, 2022",Yukinobu Ueda,Sumatra Lintong,Completed,Wet-Hulling,7.42,7.5,7.25,7.33,7.25,7.33,10.0,10.0,10.0,7.33,0.0,81.42,11.8 %,0 full defects,1,Blue-Green,5 full defects,,669465,"April 5th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
211,Thailand,Doi Tung Development Project,JAVA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Java,Completed,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10.0,10.0,10.0,7.17,0.0,81.42,11.6 %,2 full defects,0,Green,1 full defects,,223636,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
212,Thailand,Doi Lan,"The 2022 Pacific Rim Coffee Summit,TH07",Miramar Coffee,,Taiwan Coffee Laboratory,1400,Chiang Rai,Prakol Saelee,5,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,"November 15th, 2022",Full Sweet Coffee,Typica Bourbon Caturra Catimor,Completed,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.0,81.33,10.5 %,0 full defects,0,yellowish,5 full defects,,625390,"November 15th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
213,Colombia,Escalera,CQU2022019,Escalera,,Coffee Quality Union,1300-1800,Cauca,Escalera,1,30 kg,Japan Coffee Exchange,2021 / 2022,"December 22nd, 2022",Coffee Quality Union,"Caturra,Colombia,Castillo",Completed,Washed / Wet,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.0,81.17,11.4 %,0 full defects,2,Greenish,2 full defects,,300209,"December 22nd, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
214,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,600-800,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,"July 14th, 2022",Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10.0,10.0,10.0,7.17,0.0,81.17,10.4 %,0 full defects,0,Green,0 full defects,,126973,"July 14th, 2023",FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593
215,Panama,Finca Lerida,S82424 - P03769,Finca Lerida,29-169-003,Panamerican Coffee Trading,1200,Boquete,Finca Lerida,200,30 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,"March 15th, 2022",Rodrigo Soto,Caturra,Completed,Washed / Wet,7.58,7.17,6.92,7.33,7.42,7.33,10.0,10.0,10.0,7.33,0.0,81.08,10.5 %,0 full defects,3,Green,1 full defects,,2,"March 15th, 2023",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
216,Taiwan,古峰咖啡莊園Good Fun Coffee Mamor,1110101,古峰咖啡莊園Good Fun Coffee Mamor,,Taiwan Coffee Laboratory,1250,"雲林縣古坑鄉 Gukeng Township, Yunlin County","賴彥合 Lai, Yan-He",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022",Goodfun,"SL34, Typica",Completed,Pulped natural / honey,7.33,7.33,7.33,7.33,7.08,7.33,10.0,10.0,10.0,7.33,0.0,81.08,11.4 %,0 full defects,0,Bluish-Green,0 full defects,,608289,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
217,Mexico,Finca Custepec,614,Finca Custepec,016-2028-614,Exportadora Café California,1350,Chiapas,Armando Pohlenz,632,30 kg,Centro Agroecológico del Café A.C.,2021 / 2022,"March 29th, 2022",ANDREAS KUSSMAUL,Sarchimor,Completed,Washed / Wet,7.42,7.25,7.08,7.33,7.25,7.25,10.0,10.0,10.0,7.42,0.0,81.0,12.3 %,1 full defects,0,None,15 full defects,,561148,"March 29th, 2023",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
218,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Bourbon,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7.0,10.0,10.0,10.0,7.17,0.0,80.83,10.5 %,0 full defects,8,Bluish-Green,7 full defects,,829408,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
219,Laos,-,105/3/VL7283-001,DRY MILL,105/3/VL7283-001,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",333,60 kg,Japan Coffee Exchange,2021 / 2022,"April 6th, 2022",Ikuto Uehara,Catimor,Completed,Washed / Wet,7.33,7.25,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.0,80.83,11.6 %,0 full defects,2,greenish,1 full defects,,722741,"April 6th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
220,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,1200-1350,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"March 30th, 2022",MR.BROWN CAFE,Caturra-Catuai,Completed,Washed / Wet,7.42,7.17,7.17,7.42,7.33,7.17,10.0,10.0,10.0,7.08,0.0,80.75,11.7 %,0 full defects,0,Green,0 full defects,,561885,"March 30th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
221,Nicaragua,EXPORTADORA ATLANTIC S.A,017/053/0603,Lavado,,ISHIMITSU,1100,,Varios Productores,275,69 kg,Japan Coffee Exchange,2021,"July 11th, 2022",丸山花織,Caturra,Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.08,7.25,10.0,10.0,10.0,7.17,0.0,80.5,11.5 %,0 full defects,1,greenish,3 full defects,,707378,"July 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
222,Colombia,Finca Mallorca,CQU2023001,Finca Mallorca,,Coffee Quality Union,1600,"Caicedonia,Valle del Cauca",Finca Mallorca,3,10 kg,Japan Coffee Exchange,2022,"March 6th, 2023",Coffee Quality Union,"Castillo,Caturra,Bourbon",Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.0,80.42,11 %,0 full defects,3,greenish,3 full defects,,483718,"March 5th, 2024",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
223,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,"March 8th, 2023",Roselia Yglesias,Pacas,Completed,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.5 %,0 full defects,10,Bluish-Green,7 full defects,,181854,"March 7th, 2024",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600
224,Peru,Fundo La Libertad,PR137,Callao Plant,,Itochu Corporation,1600,"Chanchamayo, Lamerced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,"June 10th, 2022",Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.25,7.17,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.8 %,0 full defects,6,greenish,11 full defects,,242592,"June 10th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
225,Brazil,Various farm,002/1738/0029,Dry mill,002/1738/0029,marubeni,1200,Alta Mogiana-Ibiraci,COCAPIL,440,60 kg,Japan Coffee Exchange,2021 / 2022,"July 20th, 2022",Ikuto Uehara,Catuai and Mundo Novo,Completed,Natural / Dry,7.25,7.17,7.17,7.08,7.17,7.17,10.0,10.0,10.0,7.17,0.0,80.17,11.6 %,0 full defects,1,greenish,2 full defects,,420582,"July 20th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
226,Brazil,Fazenda Conquista,019/22,Dry Mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Coffees,2240,60 kg,Brazil Specialty Coffee Association,2022 / 2023,"February 2nd, 2023",Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.17,7.17,6.92,7.17,7.42,7.17,10.0,10.0,10.0,7.08,0.0,80.08,11.4 %,0 full defects,0,Green,4 full defects,,319783,"February 2nd, 2024",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705
227,Taiwan,TGC台灣咖啡莊園Taiwan Coffee Coffee,1,TGC台灣咖啡莊園Taiwan Coffee Coffee,,Taiwan Coffee Laboratory,1000,"雲林縣古坑鄉 Gukeng Township, Yunlin County","徐飴鴻 Xu,Yi-Hong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","Hsu,Chien-Chieh 徐健傑",Typica,Completed,Washed / Wet,7.17,7.08,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.0,0.0,80.0,12.2 %,0 full defects,0,Yellow-Green,0 full defects,,118733,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
228,Nicaragua,Finca San Felipe,017-053-0155,Beneficio Atlantic Sébaco,017-053-0155,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,300,30 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,"March 3rd, 2023","Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.08,6.75,7.17,7.42,7.17,10.0,10.0,10.0,7.08,0.0,80.0,10.4 %,0 full defects,2,Green,12 full defects,,723401,"March 2nd, 2024",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
229,Taiwan,雅谷咖啡莊園 Jacob's Estate,1,雅谷咖啡莊園 Jacob's Estate,,Taiwan Coffee Laboratory,800,"南投縣國姓鄉 Guoxing Township, Nantou County",邱偉倫 Wei-Lun Chin,4,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","Chiu, Wei-Lun 邱偉倫",Typica,Completed,Pulped natural / honey,7.25,7.25,7.0,7.25,7.08,7.17,10.0,10.0,10.0,7.0,0.0,80.0,9.3 %,0 full defects,0,Green,0 full defects,,836878,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
230,Nicaragua,Matagalpa - Jinotega,017-053-0165,PPC Sebaco,017-053-0165,Exportadora Atlantic S.A,1100,Matagalpa,varios productores,25,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,"March 16th, 2022",Karla Nicaragua,Caturra,Completed,Washed / Wet,7.42,7.33,7.33,7.5,7.58,7.33,9.33,9.33,10.0,7.33,-0.67,79.83,10.8 %,0 full defects,4,Green,14 full defects,,6,"March 16th, 2023",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717
231,Taiwan,螢之光咖啡Hikari Coffee Roaster,212210,螢之光咖啡Hikari Coffee Roaster,,Taiwan Coffee Laboratory,800,"雲林縣古坑鄉 Gukeng Township, Yunlin County","劉淑芳 Liu, Shu-Fang",1,27 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",CHENG Yu Chen鄭羽辰,Typica,Completed,Pulped natural / honey,7.25,7.08,7.08,7.08,7.0,7.17,10.0,10.0,10.0,7.08,0.0,79.75,10.8 %,0 full defects,0,Yellow-Green,1 full defects,,979418,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
232,Laos,-,105/3/VL7285-005,DRY MILL,105/3/VL7285-005,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",343,60 kg,Japan Coffee Exchange,2021 / 2022,"November 11th, 2022",Ikuto Uehara,Catimor,Completed,Washed / Wet,7.25,7.17,7.08,7.0,7.08,7.08,10.0,10.0,10.0,7.0,0.0,79.67,11.6 %,0 full defects,9,Green,11 full defects,,217253,"November 11th, 2023",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901
