,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact,Species
196,501185,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",1400,ORIENTE,PEQUEÑOS PRODUCTORES DE JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,2022-05-04,Angelica Paola Citan Lopez,Catuai,Completed,Natural / Dry,7.58,7.58,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.5,0.0,81.92,10.3 %,0 full defects,3,YELLOW GREEN,4 full defects,2023-05-04,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,Arabica
197,663913,Taiwan,阿拉思家,A10-Northern Taiwan Specialty Coffee Evaluation,阿拉思家,,Taiwu Coffee Cooperative,300,桃園市,李秀圓,1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Pulped natural / honey,7.25,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.3 %,0 full defects,0,Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
198,772299,Uganda,MASEREKA,8009,kyagalanyi Hulling facility,35/11,kyagalanyi ltd,1806,RWENZORI,KYAGALANYI COFFEE LIMITED,320,60 kg,Uganda Coffee Development Authority,2022 / 2023,2023-03-14,Baguma Moris,SL14,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.83,11.5 %,0 full defects,0,Green,3 full defects,2024-03-13,Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119,Arabica
199,303819,Colombia,Federación Nacional de Cafeteros de Colombia,3/037/01389,Federación Nacional de Cafeteros de Colombia,3/037/01389,"NIPPON COFFEE TRADING CO.,LTD.",1700,Huila,Federación Nacional de Cafeteros de Colombia,250,70 kg,Japan Coffee Exchange,2021 / 2022,2022-04-04,Yukinobu Ueda,Caturra,Completed,Washed / Wet,7.42,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.75,11.6 %,0 full defects,1,Green,0 full defects,2023-04-04,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
200,275886,Colombia,More than one,1,Trilladora CCA Buga,,Mr.Brown Cafe,1574,Santander,More than one,275,70 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-12-30,MR.BROWN CAFE,Santander,Completed,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.33,0.0,81.75,11.2 %,0 full defects,0,yellow-green,0 full defects,2023-12-30,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
201,448890,Brazil,Fazenda Olhos Dagua,1,Owned by producer,,Mr.Brown Cafe,900-1000,Sul de Minas,Paulo Enidio Crabi,325,59 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-12-30,MR.BROWN CAFE,Catucai,Completed,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.75,11.1 %,0 full defects,0,yellow-green,0 full defects,2023-12-30,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
202,241318,Taiwan,陳食舖農特產Chen Shi Pu Farm,1,陳食舖農特產Chen Shi Pu Farm,,Taiwan Coffee Laboratory,850,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳瑩運 Chen,Ying-Yun",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-06,"CHEN,YING-YUN陳瑩運",Gesha,Completed,Washed / Wet,7.42,7.25,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.67,9.2 %,0 full defects,0,Greenish,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
203,587946,Mexico,Finca San José,002,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1200,"Coatepec, Veracruz",José Gerardo Gutierrez Morales,32,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,2022-08-11,Alvin La Vaughn Landry,Typica,Completed,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.0,81.67,11.8 %,2 full defects,0,Green,2 full defects,2023-08-11,Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Arabica
204,510500,Brazil,Sitio Colinas,CQU2022007,COCARIVE,002/1469/0412,Coffee Quality Union,1000,"Mantiqueira de Minas, Minas Gerais",Luiz Flavio Pereira de Castro,13,10 kg,Japan Coffee Exchange,2021 / 2022,2022-04-07,Coffee Quality Union,Yellow Bourbon,Completed,Pulped natural / honey,7.42,7.33,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.5,0.0,81.58,11.5 %,0 full defects,0,pale yellow,2 full defects,2023-04-07,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
205,531106,Taiwan,橫鹿,A46-Northern Taiwan Specialty Coffee Evaluation,橫鹿,,Taiwu Coffee Cooperative,300,新北市,呂星輝,1,100 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Typica,Completed,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.33,0.0,81.58,9 %,0 full defects,0,Yellow-green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
206,553743,Taiwan,大屯29莊園,A38-Northern Taiwan Specialty Coffee Evaluation,大屯29莊園,,Taiwu Coffee Cooperative,435,臺北市,侯奕瑋,1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.0,81.5,8.5 %,0 full defects,0,Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
207,669465,Indonesia,Yudi Putra,15/759/26,Yudi Putra,15/759/26,"NIPPON COFFEE TRADING CO.,LTD.",1200,Toba Samosir,Yudi Putra,125,60 kg,Japan Coffee Exchange,2021 / 2022,2022-04-05,Yukinobu Ueda,Sumatra Lintong,Completed,Wet-Hulling,7.42,7.5,7.25,7.33,7.25,7.33,10.0,10.0,10.0,7.33,0.0,81.42,11.8 %,0 full defects,1,Blue-Green,5 full defects,2023-04-05,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
208,223636,Thailand,Doi Tung Development Project,JAVA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Java,Completed,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10.0,10.0,10.0,7.17,0.0,81.42,11.6 %,2 full defects,0,Green,1 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
209,625390,Thailand,Doi Lan,"The 2022 Pacific Rim Coffee Summit,TH07",Miramar Coffee,,Taiwan Coffee Laboratory,1400,Chiang Rai,Prakol Saelee,5,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-11-15,Full Sweet Coffee,Typica Bourbon Caturra Catimor,Completed,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.0,81.33,10.5 %,0 full defects,0,yellowish,5 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
210,300209,Colombia,Escalera,CQU2022019,Escalera,,Coffee Quality Union,1300-1800,Cauca,Escalera,1,30 kg,Japan Coffee Exchange,2021 / 2022,2022-12-22,Coffee Quality Union,"Caturra,Colombia,Castillo",Completed,Washed / Wet,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.0,81.17,11.4 %,0 full defects,2,Greenish,2 full defects,2023-12-22,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
211,126973,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,600-800,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10.0,10.0,10.0,7.17,0.0,81.17,10.4 %,0 full defects,0,Green,0 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
212,608289,Taiwan,古峰咖啡莊園Good Fun Coffee Mamor,1110101,古峰咖啡莊園Good Fun Coffee Mamor,,Taiwan Coffee Laboratory,1250,"雲林縣古坑鄉 Gukeng Township, Yunlin County","賴彥合 Lai, Yan-He",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,Goodfun,"SL34, Typica",Completed,Pulped natural / honey,7.33,7.33,7.33,7.33,7.08,7.33,10.0,10.0,10.0,7.33,0.0,81.08,11.4 %,0 full defects,0,Bluish-Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
213,561148,Mexico,Finca Custepec,614,Finca Custepec,016-2028-614,Exportadora Café California,1350,Chiapas,Armando Pohlenz,632,30 kg,Centro Agroecológico del Café A.C.,2021 / 2022,2022-03-29,ANDREAS KUSSMAUL,Sarchimor,Completed,Washed / Wet,7.42,7.25,7.08,7.33,7.25,7.25,10.0,10.0,10.0,7.42,0.0,81.0,12.3 %,1 full defects,0,None,15 full defects,2023-03-29,Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Arabica
214,829408,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,2023-03-08,Roselia Yglesias,Bourbon,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7.0,10.0,10.0,10.0,7.17,0.0,80.83,10.5 %,0 full defects,8,Bluish-Green,7 full defects,2024-03-07,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
215,722741,Laos,-,105/3/VL7283-001,DRY MILL,105/3/VL7283-001,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",333,60 kg,Japan Coffee Exchange,2021 / 2022,2022-04-06,Ikuto Uehara,Catimor,Completed,Washed / Wet,7.33,7.25,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.0,80.83,11.6 %,0 full defects,2,greenish,1 full defects,2023-04-06,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
216,561885,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,1200-1350,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-03-30,MR.BROWN CAFE,Caturra-Catuai,Completed,Washed / Wet,7.42,7.17,7.17,7.42,7.33,7.17,10.0,10.0,10.0,7.08,0.0,80.75,11.7 %,0 full defects,0,Green,0 full defects,2023-03-30,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
217,707378,Nicaragua,EXPORTADORA ATLANTIC S.A,017/053/0603,Lavado,,ISHIMITSU,1100,,Varios Productores,275,69 kg,Japan Coffee Exchange,2021,2022-07-11,丸山花織,Caturra,Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.08,7.25,10.0,10.0,10.0,7.17,0.0,80.5,11.5 %,0 full defects,1,greenish,3 full defects,2023-07-11,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
218,483718,Colombia,Finca Mallorca,CQU2023001,Finca Mallorca,,Coffee Quality Union,1600,"Caicedonia,Valle del Cauca",Finca Mallorca,3,10 kg,Japan Coffee Exchange,2022,2023-03-06,Coffee Quality Union,"Castillo,Caturra,Bourbon",Completed,Washed / Wet,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.0,80.42,11 %,0 full defects,3,greenish,3 full defects,2024-03-05,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
219,181854,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,2023-03-08,Roselia Yglesias,Pacas,Completed,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.5 %,0 full defects,10,Bluish-Green,7 full defects,2024-03-07,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
220,242592,Peru,Fundo La Libertad,PR137,Callao Plant,,Itochu Corporation,1600,"Chanchamayo, Lamerced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,2022-06-10,Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.25,7.17,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.0,80.33,11.8 %,0 full defects,6,greenish,11 full defects,2023-06-10,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
221,420582,Brazil,Various farm,002/1738/0029,Dry mill,002/1738/0029,marubeni,1200,Alta Mogiana-Ibiraci,COCAPIL,440,60 kg,Japan Coffee Exchange,2021 / 2022,2022-07-20,Ikuto Uehara,Catuai and Mundo Novo,Completed,Natural / Dry,7.25,7.17,7.17,7.08,7.17,7.17,10.0,10.0,10.0,7.17,0.0,80.17,11.6 %,0 full defects,1,greenish,2 full defects,2023-07-20,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
222,319783,Brazil,Fazenda Conquista,019/22,Dry Mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Coffees,2240,60 kg,Brazil Specialty Coffee Association,2022 / 2023,2023-02-02,Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.17,7.17,6.92,7.17,7.42,7.17,10.0,10.0,10.0,7.08,0.0,80.08,11.4 %,0 full defects,0,Green,4 full defects,2024-02-02,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,Arabica
223,118733,Taiwan,TGC台灣咖啡莊園Taiwan Coffee Coffee,1,TGC台灣咖啡莊園Taiwan Coffee Coffee,,Taiwan Coffee Laboratory,1000,"雲林縣古坑鄉 Gukeng Township, Yunlin County","徐飴鴻 Xu,Yi-Hong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,"Hsu,Chien-Chieh 徐健傑",Typica,Completed,Washed / Wet,7.17,7.08,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.0,0.0,80.0,12.2 %,0 full defects,0,Yellow-Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
224,723401,Nicaragua,Finca San Felipe,017-053-0155,Beneficio Atlantic Sébaco,017-053-0155,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,300,30 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,2023-03-03,"Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.08,6.75,7.17,7.42,7.17,10.0,10.0,10.0,7.08,0.0,80.0,10.4 %,0 full defects,2,Green,12 full defects,2024-03-02,Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,Arabica
225,836878,Taiwan,雅谷咖啡莊園 Jacob's Estate,1,雅谷咖啡莊園 Jacob's Estate,,Taiwan Coffee Laboratory,800,"南投縣國姓鄉 Guoxing Township, Nantou County",邱偉倫 Wei-Lun Chin,4,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,"Chiu, Wei-Lun 邱偉倫",Typica,Completed,Pulped natural / honey,7.25,7.25,7.0,7.25,7.08,7.17,10.0,10.0,10.0,7.0,0.0,80.0,9.3 %,0 full defects,0,Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
226,979418,Taiwan,螢之光咖啡Hikari Coffee Roaster,212210,螢之光咖啡Hikari Coffee Roaster,,Taiwan Coffee Laboratory,800,"雲林縣古坑鄉 Gukeng Township, Yunlin County","劉淑芳 Liu, Shu-Fang",1,27 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-06,CHENG Yu Chen鄭羽辰,Typica,Completed,Pulped natural / honey,7.25,7.08,7.08,7.08,7.0,7.17,10.0,10.0,10.0,7.08,0.0,79.75,10.8 %,0 full defects,0,Yellow-Green,1 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
227,217253,Laos,-,105/3/VL7285-005,DRY MILL,105/3/VL7285-005,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",343,60 kg,Japan Coffee Exchange,2021 / 2022,2022-11-11,Ikuto Uehara,Catimor,Completed,Washed / Wet,7.25,7.17,7.08,7.0,7.08,7.08,10.0,10.0,10.0,7.0,0.0,79.67,11.6 %,0 full defects,9,Green,11 full defects,2023-11-11,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
228,722780,El Salvador,"Rosario de Maria II, Area de La Pila",0423A01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1200,"Volcan de San Vicente, La Paz, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,2023-03-08,Roselia Yglesias,Maragogype,Completed,Natural / Dry,6.5,6.75,6.75,7.17,7.08,7.0,10.0,10.0,10.0,6.83,0.0,78.08,11 %,0 full defects,12,Bluish-Green,13 full defects,2024-03-07,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
229,700427,Brazil,Walter Matter,1058 y 1059,Beneficio humedo/seco,002/1208/1016,Descafeinadores Mexicano SA. de CV,850-1100,Minas Gerais,Walter Matter,600,60 kg,Centro Agroecológico del Café A.C.,2021 / 2022,2022-11-18,Descafeinadores Mexicanos S.A de C.V,Mundo Novo,Completed,SEMI-LAVADO,7.25,7.08,6.67,6.83,6.83,6.67,10.0,10.0,10.0,6.67,0.0,78.0,11.3 %,0 full defects,0,Green,1 full defects,2023-11-18,Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Arabica
230,299311,Ethiopia,Faiza Alewi,TCE20/21-1,DUMERSO INDUSTRIAL TRADING PLC,10/0828,Temerachi Coffee Export,1850,Gedio zone Yirgacheffe,TEMERACHI COFFEE EXPORT,100,60 kg,METAD Agricultural Development plc,2021,2022-04-14,DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.42,6.5,6.42,6.92,6.92,6.42,10.0,10.0,10.0,6.25,0.0,75.83,8.2 %,0 full defects,6,Yellow Green,5 full defects,2023-04-14,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",Arabica
231,986950,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",1400,ORIENTE,PEQUEÑOS PRODUCTORES JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,2022-04-18,Angelica Paola Citan Lopez,Catuai,Completed,Natural / Dry,7.5,7.58,7.33,7.58,7.25,7.33,8.0,8.0,8.0,7.33,-2.0,73.92,10.4 %,0 full defects,3,YELLOW GREEN,5 full defects,2023-04-18,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,Arabica
232,724674,Ethiopia,Faiza Alewi,TCE20/21-1,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,1850,SNNP Gedio zoon Gedeb,Temerachi Coffee Export,100,60 kg,METAD Agricultural Development plc,2021,2022-04-04,DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.17,6.08,6.08,6.25,6.58,6.25,10.0,10.0,10.0,6.17,0.0,73.58,7.8 %,0 full defects,12,Yellow-Green,6 full defects,2023-04-04,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",Arabica
233,566138,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,1900,"Oromia, Guji",Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,2022-04-04,DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.17,6.08,6.0,6.42,6.67,6.08,10.0,10.0,10.0,6.0,0.0,73.42,8.1 %,0 full defects,10,Yellow-green,5 full defects,2023-04-04,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",Arabica
234,757428,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading plc,10/0828,Temerachi Coffee Export,1900,OROMIA GUJI ZONE,Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,2022-04-08,DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Completed,Natural / Dry,6.92,6.83,6.75,7.25,7.08,6.75,8.0,8.0,10.0,6.75,-2.0,72.33,8.6 %,0 full defects,2,Yellow green,5 full defects,2023-04-08,METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",Arabica
235,111680,Vietnam,Valleys farm,CQU2022014,Valleys farm,,Coffee Quality Union,800-830,"Loc Duc, Lam Dong",Valleys farm,6,10 kg,Japan Coffee Exchange,2022,2022-06-16,Coffee Quality Union,Robusta,Completed,Anaerobic Natural,8.33,8.17,8.08,8.33,8.08,8.08,10.0,10.0,8.25,8.25,0.0,85.58,11.8 %,0 full defects,2,Brownish,2 full defects,2023-06-16,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Robusta
